MATERIAL,DESCRIPTION,SALES,CUSTCOUNT,SOCOUNT,Index,Bin - Rev,Cumulative Sales,Bin - Cust,Bin - Order Freq,Classification,Multichannel,Larger P,Material Type,COP,Production,Category
80277,FRZ AU LAMB RACK 1 BONE (PORTIONED)," 1,53,530 ",19,164,166,B,0.445,Z,N,BZN,True,Non Retail,FG,P-SG,Y,Meat
67996,CHEESE EMMENTAL NATURAL SLICES/MFE 200G," 1,53,251 ",145,2472,167,B,0.446,Y,M,BYM,True,Non Retail,TRADING,NL,,Cheese
1035,SHORTENING/REDMAN 16KG," 1,53,058 ",129,880,168,B,0.446,Y,M,BYM,True,Non Retail,TRADING,MY,,Fat & Oil
54667,BUTLER SELECTION SALTED/FLECHARD 1KG," 1,52,084 ",36,516,169,B,0.448,Z,M,BZM,True,Non Retail,TRADING,FR,,Dairy
980,NUT ALMOND BLANCHED DICED REDMAN 1KG," 1,51,980 ",369,2153,170,B,0.452,Y,M,BYM,True,Non Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
1206,FLOUR SELF-RAISING REDMAN 1KG," 1,51,800 ",454,4558,171,B,0.453,X,L,BXL,True,Non Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
100450,NUTELLA 900G," 1,51,800 ",164,753,172,B,0.455,Y,M,BYM,True,Retail,TRADING,TR,,Filling & Jam
57165,SESAME POWDER BLACK ROASTED/REDMAN 1KG," 1,51,739 ",250,2360,173,B,0.455,Y,M,BYM,True,Non Retail,TRADING,TW,,"Nuts, Seeds & Beans"
108904,FRZ OCTOPUS IN TRAY 7% ALFRIO 4-6KG," 1,51,352 ",28,454,174,B,0.456,Z,M,BZM,True,Non Retail,TRADING,ES,,Seafood
67060,CREAM CHEESE/ROYAL VICTORIA 500G," 1,51,039 ",309,960,175,B,0.457,Y,M,BYM,True,Retail,TRADING,AU,,Cheese
57205,COCOA CHIPS BAKEABLE REDMAN 10KG," 1,50,585 ",125,1134,176,B,0.459,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Chocolates
769,DRIED APRICOT WHOLE REDMAN 1KG," 1,50,365 ",406,3013,177,B,0.46,X,L,BXL,True,Non Retail,FG,P-SG,Y,Fruits
58890,FLOUR WHEAT (CAMELLIA)/NS-GREAT 25KG," 1,49,916 ",5,841,178,B,0.462,Z,M,BZM,True,Non Retail,TRADING,TH,,"Flour, Grain & Flakes"
56909,BISCUIT DIGESTIVE ORIGINAL/GULLON 400G," 1,49,803 ",358,2540,179,B,0.463,Y,M,BYM,True,Non Retail,TRADING,ES,,Grocery
9931,FLAVOURED PASTE GREEN PANDAN REDMAN 1KG," 1,46,643 ",301,1324,180,B,0.463,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
109972,EGGS (GRADE A)/REDMAN 15PC," 1,46,056 ",0,0,181,B,0.464,Z,N,BZN,True,Retail,TRADING,MY,,Grocery
14434,CHOC COUV DARK DROP 55.5% BAKEWAY 6KG," 1,45,798 ",104,1014,182,B,0.464,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Chocolates
105441,FRZ CARABINERO PRAWN S0 (5/7)/BUBA CAMAR," 1,45,476 ",13,269,183,B,0.465,Z,N,BZN,True,Non Retail,TRADING,ES,,Seafood
13947,PREMIX SPONGE CAKE VANILLA PRIMA 25KG," 1,45,440 ",58,678,184,B,0.465,Y,M,BYM,True,Non Retail,TRADING,SG,,"Flour, Grain & Flakes"
1089,MARGARINE/REDMAN 18KG," 1,44,525 ",70,521,185,B,0.465,Y,M,BYM,True,Non Retail,TRADING,MY,,Fat & Oil
9997,SYRUP SUGAR REDMAN 6KG," 1,44,517 ",26,185,186,B,0.466,Z,N,BZN,True,Non Retail,FG,P-SG,Y,Bakery
719,DRIED MIXED FRUITS REDMAN 15KG," 1,42,902 ",94,548,187,B,0.466,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Fruits
106442,DRIED FRUIT PITTED PRUNES/GO PRUNES 10KG," 1,42,162 ",45,193,188,B,0.467,Z,N,BZN,True,Non Retail,TRADING,CL,,Fruits
102831,BOVINE GELATINE LEAF BRONZE/GELITA 1KG," 1,41,483 ",171,553,189,B,0.467,Y,M,BYM,True,Non Retail,TRADING,DE,,Bakery
66924,FILLING PASTE MC HK WH LOTUS REDMAN 1KG," 1,39,839 ",48,108,190,B,0.471,Z,N,BZN,True,Retail,TRADING,MY,,Filling & Jam
1838,"PIPING BAGS DISPOSABLE LARGE 18"" 100PC"," 1,38,741 ",697,4924,191,B,0.471,X,L,BXL,True,Non Retail,TRADING,ID,,Non Food
227,INSTANT JELLY POWDER REDMAN 1KG," 1,38,125 ",115,646,192,B,0.472,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
61525,CHEESE PARMESAN GRATED/EMILIO 1KG," 1,37,282 ",163,1294,193,B,0.473,Y,M,BYM,True,Non Retail,TRADING,IT,,Cheese
12001,PREMIX WAFFLE MIX GOLDEN REDMAN 500G," 1,37,234 ",117,890,194,B,0.475,Y,M,BYM,True,Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
65805,FLOUR IN WHEAT ALL PURPOSE PRIMA 25KG," 1,37,187 ",166,2094,195,B,0.475,Y,M,BYM,True,Non Retail,TRADING,SG,,"Flour, Grain & Flakes"
11047,ESSENCE VANILLA 1X REDMAN 1KG," 1,37,114 ",83,238,196,B,0.476,Y,N,BYN,True,Non Retail,FG,P-SG,Y,Bakery
13894,PREMIX MUFFIN GOLDEN/REDMAN 15KG," 1,36,990 ",77,972,197,B,0.477,Y,M,BYM,True,Non Retail,TRADING,SG,,"Flour, Grain & Flakes"
80986,BEEF WAGYU PATTIES 150G," 1,36,701 ",13,1403,198,B,0.479,Z,M,BZM,True,Non Retail,FG,P-SG,Y,Meat
57248,TOPPING SAUCE CHOC IN SYRUP/HERSHEY 680G," 1,36,507 ",327,2635,199,B,0.48,Y,M,BYM,True,Non Retail,TRADING,US,,Grocery
110083,FRZ OYSTER IN SHELL SASHIMI 40G/59G 200P," 1,35,011 ",14,72,200,B,0.48,Z,N,BZN,True,Non Retail,TRADING,JP,,Seafood
64216,NUT WALNUT LIGHT HALVES PIECES 20% 25LB," 1,32,416 ",39,283,201,B,0.482,Z,N,BZN,True,Non Retail,TRADING,US,,"Nuts, Seeds & Beans"
101202,WHIPPING CREAM AEROSOL/MILLAC 250G," 1,31,029 ",291,2116,202,B,0.483,Y,M,BYM,True,Non Retail,TRADING,GB,,Dairy
81131,TOMATO CHOPPED/LENA 2550G," 1,30,913 ",165,1483,203,B,0.483,Y,M,BYM,True,Non Retail,TRADING,IT,,PHD
53656,FILLING PASTE MC WHITE LOTUS NCSA 1KG," 1,30,910 ",50,134,204,B,0.483,Y,N,BYN,True,Retail,TRADING,MY,,Filling & Jam
81142,PIZZA SAUCE/LENA 2550G," 1,27,626 ",48,198,205,B,0.485,Z,N,BZN,True,Non Retail,TRADING,IT,,PHD
52907,NUT ALMOND BLANCHED GRD XFINE REDMAN 1KG," 1,26,919 ",225,2051,206,B,0.491,Y,M,BYM,True,Non Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
1201,FLOUR CORN REDMAN 500G," 1,26,308 ",783,7488,207,B,0.492,X,L,BXL,True,Non Retail,FG,P-SG,Y,Bakery
1939,CREAMER COFFEE/CAFEMAID 10ML," 1,25,603 ",61,497,208,B,0.493,Y,M,BYM,True,Non Retail,TRADING,GB,,Dairy
54169,MARSHMALLOWS LARGE WH 26-30MM," 1,25,262 ",250,1540,209,B,0.493,Y,M,BYM,True,Non Retail,TRADING,PH,,Grocery
64298,POTATO CHIPS/ARGENTE 180G," 1,25,224 ",40,471,210,B,0.496,Z,M,BZM,True,Non Retail,TRADING,ES,,Grocery
66699,SYRUP CARAMEL/DAVINCI GOURMET 750ML," 1,24,973 ",157,2778,211,B,0.496,Y,M,BYM,True,Non Retail,TRADING,MY,,Beverage
60617,FLOUR WHEAT (LYS DOR)/NS-FONTAIN 22.5KG," 1,22,642 ",4,670,212,B,0.496,Z,M,BZM,True,Non Retail,TRADING,TH,,"Flour, Grain & Flakes"
9779,COCOA COMPOUND BLOCK REDMAN 2.5KG," 1,22,602 ",29,215,213,B,0.497,Z,N,BZN,True,Non Retail,TRADING,MY,,Chocolates
50490,FRZ COCONUT FRT PUREE 8025/RAVIFRUIT 1KG," 1,21,957 ",98,939,214,B,0.498,Y,M,BYM,True,Non Retail,TRADING,FR,,Fruits
13553,COCOA RICE/ REDMAN 5KG," 1,21,467 ",113,954,215,B,0.498,Y,M,BYM,True,Non Retail,TRADING,MY,,Bakery
68104,BUTTER UNSALTED/CONAPROLE 500G," 1,19,717 ",62,511,216,B,0.499,Y,M,BYM,True,Non Retail,TRADING,UY,,Dairy
108605,MELON CHARENTAIS (PHILIBON)," 1,18,596 ",28,363,217,B,0.5,Z,M,BZM,True,Non Retail,TRADING,SN,,PHD
50484,FRZ LYCHEE PUREE 8214/RAVIFRUIT 1KG," 1,17,665 ",155,1015,218,B,0.501,Y,M,BYM,True,Non Retail,TRADING,FR,,Fruits
52070,MAPLE POURING SYRUP 454G," 1,17,327 ",243,1928,219,B,0.502,Y,M,BYM,True,Non Retail,TRADING,GB,,Bakery
757,DRIED PITTED PRUNE REDMAN 1KG," 1,16,898 ",197,1242,220,B,0.503,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Fruits
50492,FRZ LEMON FRT PUREE 8022/RAVIFRUIT 1KG," 1,14,322 ",198,1393,221,B,0.506,Y,M,BYM,True,Non Retail,TRADING,FR,,Fruits
101879,DRESSING ROASTED SESAME YUZU/KEWPIE 1L," 1,13,721 ",25,2802,222,B,0.506,Z,M,BZM,True,Non Retail,TRADING,MY,,Grocery
50025,BUTTER SALTED/PETIT NORMAND 250G," 1,11,916 ",85,385,223,B,0.506,Y,M,BYM,True,Non Retail,TRADING,FR,,Dairy
80384,FRZ CARABINERO PRAWN S3(18/24)BUBA CAMAR," 1,11,332 ",22,207,224,B,0.509,Z,N,BZN,True,Non Retail,TRADING,ES,,Seafood
66947,BISCUIT BLACK VANILLA BASE REDMAN 1KG," 1,11,235 ",417,2815,225,B,0.509,X,L,BXL,True,Non Retail,FG,P-SG,Y,Grocery
67745,CHOCOLATE DARK 811-E1-U68 1KG," 1,11,095 ",114,469,226,B,0.509,Y,M,BYM,True,Retail,TRADING,BE,,Chocolates
65041,GUM PASTE REDMAN 1KG," 1,10,751 ",63,347,227,B,0.513,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
12500,BREAD CRUMB JAPANESE WHITE REDMAN 1KG," 1,10,652 ",379,3727,228,B,0.515,Y,L,BYL,True,Non Retail,FG,P-SG,Y,Grocery
13376,BAKING POWDER REDMAN 5KG," 1,10,591 ",460,2458,229,B,0.515,X,M,BXM,True,Non Retail,FG,P-SG,Y,Bakery
10696,KONNYAKU JELLY POWDER 10G REDMAN," 1,10,389 ",104,484,230,B,0.516,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
57185,CHEESE CHEDDAR BLOCK/ALBA 2KG," 1,09,710 ",79,639,231,B,0.516,Y,M,BYM,True,Non Retail,TRADING,AU,,Cheese
68094,PASTE PINEAPPLE LESS SUGAR/REDMAN 1KG," 1,09,649 ",26,93,232,B,0.517,Z,N,BZN,True,Retail,TRADING,TH,,Filling & Jam
1402,SUGAR WHITE REFINED 30KG," 1,09,620 ",74,1521,233,B,0.517,Y,M,BYM,True,Non Retail,TRADING,KR,,Bakery
965,NUT PISTACHIO KERNEL REDMAN 250G," 1,09,222 ",162,419,234,B,0.518,Y,M,BYM,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
106927,DARK COUVERTURE CHOC 54.5% 2.5KG," 1,08,580 ",148,471,235,B,0.519,Y,M,BYM,True,Non Retail,TRADING,BE,,Chocolates
948,NUT HAZELNUT BLANCHED GROUND REDMAN 1KG," 1,08,174 ",218,914,236,B,0.519,Y,M,BYM,True,Non Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
55239,AGAR AGAR PWD REDMAN 700G," 1,08,142 ",246,670,237,B,0.52,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
66209,VANILLA BEAN PASTE REDMAN 500G," 1,07,665 ",172,938,238,B,0.52,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
66628,PEARL TAPIOCA GOLDEN MEDIUM/REDMAN 3KG," 1,07,276 ",24,715,239,B,0.521,Z,M,BZM,True,Non Retail,TRADING,TW,,Beverage
61293,BREAD FLOUR LW 25KG," 1,07,140 ",1,150,240,B,0.521,Z,N,BZN,True,Non Retail,TRADING,SG,,"Flour, Grain & Flakes"
65791,PIE FILLING APPLE DICES/REDMAN 2.7KG," 1,07,115 ",151,934,241,B,0.522,Y,M,BYM,True,Non Retail,TRADING,PH,,Filling & Jam
67515,SUGAR DARK SOFT BROWN GOLDTREE 1KG," 1,07,008 ",70,1073,242,B,0.523,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
57058,"BOARD CAKE 10"" RD SILVER PKT/5"," 1,06,166 ",55,415,243,B,0.523,Y,M,BYM,True,Non Retail,TRADING,CN,,Non Food
58889,FLOUR WHEAT (SUPER KING)/NS-WONDERF 22.5," 1,06,111 ",4,808,244,B,0.523,Z,M,BZM,True,Non Retail,TRADING,TH,,"Flour, Grain & Flakes"
103748,FRZ PIG SUCKLING (5-6KG) SPECIAL," 1,05,181 ",12,128,245,B,0.524,Z,N,BZN,True,Non Retail,TRADING,ES,,Meat
970,NUT ALMOND BLANCHED SLIVERED REDMAN 1KG," 1,05,063 ",209,1013,246,B,0.525,Y,M,BYM,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
50684,BOX CAKE WHITE 10X10X5 PK/5," 1,04,115 ",129,546,247,B,0.525,Y,M,BYM,True,Non Retail,TRADING,MY,,Non Food
89006,SALMON MENTAIKO DON," 1,03,128 ",0,0,248,B,0.525,Z,N,BZN,True,Retail,FG,P-SG,Y,PHD
67285,BUTTER SALTED /CONAPROLE 25KG," 1,02,956 ",24,159,249,B,0.526,Z,N,BZN,True,Non Retail,TRADING,UY,,Dairy
15011,PEACH HALVES IN SYRUP/REDMAN 3060G," 1,02,585 ",146,1516,250,B,0.527,Y,M,BYM,True,Non Retail,TRADING,ZA,,Fruits
67337,CHOCOLATE DARK 70-3038-E0-D94 400G," 1,02,457 ",114,468,251,B,0.53,Y,M,BYM,True,Retail,TRADING,BE,,Chocolates
9159,SUNFLOWER SEED KERNEL REDMAN 1KG," 1,01,689 ",453,3853,252,B,0.53,X,L,BXL,True,Non Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
60579,CHEESE MOZZARELLA/GOLDTREE APPROX 2KG," 1,00,872 ",58,359,253,B,0.531,Y,M,BYM,True,Non Retail,TRADING,GB,,Cheese
11884,CREAMER NON-DAIRY REDMAN 500G," 1,00,628 ",84,1095,254,B,0.531,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Fat & Oil
67061,CREAM CHEESE/ROYAL VICTORIA 250G," 1,00,333 ",182,414,255,B,0.532,Y,M,BYM,True,Retail,TRADING,AU,,Cheese
413,COL PASTE LEMON YELLOW REDMAN 3KG," 99,250 ",65,231,256,B,0.532,Y,N,BYN,True,Non Retail,FG,P-SG,Y,Bakery
57785,CHEESE CHEDDAR SHREDDED/GOLDTREE 2KG," 98,854 ",136,698,257,B,0.534,Y,M,BYM,True,Non Retail,TRADING,GB,,Cheese
67261,SYRUP FRAGRANT LYCHEE/DAVINCI 750ML," 98,754 ",100,1618,258,B,0.534,Y,M,BYM,True,Non Retail,TRADING,MY,,Beverage
11962,CUSTARD POWDER REDMAN 10KG," 98,726 ",106,676,259,B,0.535,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
62060,NACHO CHEESE (CHEDDAR)/REDMAN 3L," 98,724 ",141,561,260,B,0.536,Y,M,BYM,True,Non Retail,TRADING,SG,,Grocery
14840,COCOA CHIPS DARK BAKING BAKEWAY 1KG," 98,551 ",127,1140,261,B,0.536,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Chocolates
56144,HONEY PURE/REDMAN 475G," 98,425 ",169,516,262,B,0.537,Y,M,BYM,True,Non Retail,TRADING,CN,,Bakery
54213,PASTA FUSILI SPIRALI 100/GRANORO 500G," 97,967 ",103,1182,263,B,0.539,Y,M,BYM,True,Non Retail,TRADING,IT,,PHD
58711,FLOUR DURUM WHEAT SEMOLINA CAPUTO 1KG," 97,027 ",211,2180,264,B,0.54,Y,M,BYM,True,Non Retail,TRADING,IT,,"Flour, Grain & Flakes"
108456,POPPING BOBA MANGO/REDMAN 3.4KG," 96,041 ",130,1048,265,B,0.54,Y,M,BYM,True,Non Retail,TRADING,TW,,Beverage
10549,NUT PUMPKIN SEED KERNEL REDMAN 250G," 96,009 ",150,483,266,B,0.541,Y,M,BYM,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
106324,FRZ SALMON SMOKED SLICED 900G NETT," 95,523 ",78,715,267,B,0.542,Y,M,BYM,True,Non Retail,TRADING,CN,,Seafood
738,DRIED MIXED FRUITS REDMAN 1KG," 95,362 ",235,869,268,B,0.542,Y,M,BYM,True,Retail,FG,P-SG,Y,Fruits
106881,COFFEE BEAN DARK ROAST/REDMAN 1KG," 95,330 ",20,79,269,B,0.545,Z,N,BZN,True,Retail,TRADING,SG,,Beverage
57095,MILK UHT FULL CREAM 3.5%/CONAPROLE 1L," 95,090 ",572,3469,270,B,0.546,X,L,BXL,True,Non Retail,TRADING,UY,,Dairy
2577,PUREE MANGO UNSWEETENED REDMAN 5KG," 95,089 ",128,1166,271,B,0.547,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Fruits
58643,GULA MELAKA/2P 500G," 94,158 ",268,1875,272,B,0.547,Y,M,BYM,True,Non Retail,TRADING,ID,,Grocery
12197,SNOW POWDER SWEET 12265/ DAWN 15KG," 94,083 ",23,113,273,B,0.548,Z,N,BZN,True,Non Retail,TRADING,BE,,Bakery
104214,GOLDEN SYRUP POURING (BAKING) 700G," 93,921 ",184,975,274,B,0.55,Y,M,BYM,True,Non Retail,TRADING,GB,,Bakery
50131,DRIED GOLDEN RAISIN REDMAN 1KG," 93,301 ",365,2588,275,B,0.551,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Fruits
101605,DARK SWEET CHERRY PITTED/PALMD 3.12KG," 93,272 ",116,411,276,B,0.551,Y,M,BYM,True,Non Retail,TRADING,US,,Fruits
109915,MARASCHINO CHERRY RED/REDMAN 1GAL," 92,365 ",18,39,277,B,0.553,Z,N,BZN,True,Non Retail,TRADING,CN,,Fruits
109875,MAYONNAISE WASABI/KEWPIE 1L," 92,302 ",1,2423,278,B,0.553,Z,M,BZM,True,Non Retail,TRADING,TH,,Grocery
81153,CRAB CLAW MEAT 454G/REDMAN GOURMET," 91,562 ",105,925,279,B,0.557,Y,M,BYM,True,Non Retail,TRADING,ID,,Seafood
56034,COCONUT DESICCATED REDMAN 500G," 91,507 ",641,3772,280,B,0.557,X,L,BXL,True,Non Retail,FG,P-SG,Y,Fruits
13804,SCALE KITCHEN DIGITAL 2KG 308," 91,246 ",43,73,281,B,0.557,Z,N,BZN,True,Retail,TRADING,HK,,Non Food
51657,EGG WHITE POWDER (HIGH GEL)/OVODAN 20KG," 90,620 ",7,66,282,B,0.557,Z,N,BZN,True,Non Retail,TRADING,DK,,Bakery
67825,VANILLA EXT 100% HALAL REDMAN 33ML," 90,589 ",44,206,283,B,0.558,Z,N,BZN,True,Retail,FG,P-SG,Y,Bakery
108132,OIL OLIVE EXTRA VIRGIN/REDMAN 5L," 90,331 ",164,1554,284,B,0.559,Y,M,BYM,True,Non Retail,TRADING,ES,,PHD
61684,CHEESE BRIE/MASTERS FROM EUROPE 125G," 90,297 ",145,1030,285,B,0.559,Y,M,BYM,True,Retail,TRADING,DE,,Cheese
993,NUT PECAN REDMAN 250G," 90,076 ",119,321,286,B,0.56,Y,N,BYN,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
14766,CHOC SHAVING DARK REDMAN 3KG," 89,941 ",153,885,287,B,0.562,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Chocolates
102104,COUSCOUS/GRANORO 1KG," 89,115 ",95,2507,288,B,0.563,Y,M,BYM,True,Non Retail,TRADING,IT,,PHD
104526,COCOA POWDER ALKALIZED HIGH FAT 1KG VHP," 88,791 ",197,1133,289,B,0.564,Y,M,BYM,True,Non Retail,TRADING,MY,,Chocolates
102505,CHOC DARK COMPOUND BLK SEMI SWEET 2.5KG," 88,728 ",57,500,290,B,0.565,Y,M,BYM,True,Non Retail,TRADING,SG,,Chocolates
110099,CREAM CHEESE/MG 2KG," 88,697 ",472,1495,291,B,0.567,X,M,BXM,True,Non Retail,TRADING,AU,,Cheese
53751,FLOUR PLAIN REDMAN (12X1KG)," 88,459 ",224,2284,292,B,0.568,Y,M,BYM,True,Non Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
81129,TOMATO WHOLE PEELED/LENA 2550G," 87,744 ",134,1816,293,B,0.569,Y,M,BYM,True,Non Retail,TRADING,IT,,PHD
53568,MILK POWDER FULL CREAM REDMAN 5KG," 87,485 ",141,1008,294,B,0.57,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Dairy
103939,CHEESE PIZZA TOPPING MOZZ/GOLDTREE 1KG," 87,453 ",38,385,295,B,0.571,Z,M,BZM,True,Retail,TRADING,GB,,Cheese
14922,CHOC COUV WHITE DROP 29.5% BAKEWAY 1KG," 86,274 ",309,1610,296,B,0.571,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Chocolates
12508,NUT PECAN JUNIOR MAMMOTH/REDMAN 30LB," 86,034 ",31,126,297,B,0.572,Z,N,BZN,True,Non Retail,TRADING,US,,"Nuts, Seeds & Beans"
200231,MILK POWDER FULL CREAM REDMAN 1KG," 84,866 ",311,1506,298,B,0.574,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Dairy
51665,"PIPING BG DISPOSABLE CLEAR 18"""," 84,089 ",317,1950,299,B,0.574,Y,M,BYM,True,Non Retail,TRADING,AU,,Non Food
67721,VANILLA EXT 100% PURE REDMAN 33ML," 83,412 ",56,173,300,B,0.575,Y,N,BYN,True,Retail,FG,P-SG,Y,Bakery
67699,MATCHA GREEN TEA POWDER/REDMAN 1KG," 83,250 ",122,473,301,B,0.575,Y,M,BYM,True,Non Retail,TRADING,TW,,Beverage
11769,PREMIX KONN JELLY PREMIX REDMAN 250G," 83,076 ",107,641,302,B,0.575,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
111223,FRZ SA PORK LEG BONELESS 25KG/ FRIMESA," 82,880 ",0,0,303,B,0.575,Z,N,BZN,True,Non Retail,TRADING,BR,,Meat
64300,POTATO CHIPS X V.OLIVE OIL/ARGENTE 160G," 80,967 ",27,289,304,B,0.575,Z,N,BZN,True,Retail,TRADING,ES,,Grocery
110949,OYSTER CELINE N3 96PC," 80,918 ",6,23,305,B,0.576,Z,N,BZN,True,Non Retail,TRADING,FR,,Seafood
8282,FLAN VANILLA REDMAN 5KG BAG," 80,850 ",37,338,306,B,0.576,Z,N,BZN,True,Non Retail,FG,P-SG,Y,Bakery
65841,CHEESE CHEDDAR BLOCK/DAIRYMONT 1KG," 80,583 ",65,616,307,B,0.578,Y,M,BYM,True,Retail,TRADING,AU,,Cheese
54220,PASTA SPAGHETTI 14/GRANORO 500G," 80,118 ",148,1661,308,B,0.578,Y,M,BYM,True,Non Retail,TRADING,IT,,PHD
9793,SUGAR ICING REDMAN 500G," 80,102 ",66,267,309,B,0.579,Y,N,BYN,True,Retail,FG,P-SG,Y,Bakery
61756,SPONGE FINGERS/GULLON 400G," 79,994 ",300,987,310,B,0.581,Y,M,BYM,True,Non Retail,TRADING,ES,,Grocery
359,SNOW POWDER REDMAN 1KG," 79,817 ",561,3252,311,B,0.582,X,L,BXL,True,Non Retail,FG,P-SG,Y,Bakery
65879,CONTAINER PET SILVER ALUM CAP 820ML," 79,753 ",27,162,312,B,0.582,Z,N,BZN,True,Non Retail,TRADING,CN,,Non Food
108527,CHILIES PIMIENTO PADRON SMALL," 79,585 ",38,837,313,B,0.583,Z,M,BZM,True,Non Retail,TRADING,BE,,PHD
55237,CREAM OF TARTAR REDMAN 1KG," 79,427 ",252,1155,314,B,0.584,Y,M,BYM,True,Non Retail,FG,P-SG,Y,Bakery
67722,ESSENCE VANILLA REDMAN 33ML," 78,299 ",123,640,315,B,0.585,Y,M,BYM,True,Retail,FG,P-SG,Y,Bakery
61685,CHEESE CAMEMBERT/MFE 125G," 77,951 ",107,900,316,B,0.585,Y,M,BYM,True,Non Retail,TRADING,DE,,Cheese
65232,MILK POWDER FULL CREAM/OPEN COUNTRY 25KG," 77,928 ",50,217,317,B,0.585,Y,N,BYN,True,Non Retail,TRADING,NZ,,Dairy
12455,NUT WALNUT PIECES CALIFORNIA REDMAN 250G," 77,544 ",67,277,318,B,0.586,Y,N,BYN,True,Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
107148,GLOVES NITRILE BLUE(POWDER FREE) L 100PC," 77,407 ",164,1424,319,B,0.587,Y,M,BYM,True,Non Retail,TRADING,CN,,Non Food
9127,PLASTIC CAKE KNIFE (TRIANGLE)," 77,317 ",219,1110,320,B,0.587,Y,M,BYM,True,Non Retail,TRADING,TW,,Non Food
56253,EXTRACT VANILLA MADAGASCAR NIELSEN 8OZ," 76,749 ",52,216,321,B,0.587,Y,N,BYN,True,Retail,TRADING,US,,Bakery
22720,INSTANT JELLY POWDER REDMAN 20KG," 76,650 ",17,130,322,B,0.588,Z,N,BZN,True,Non Retail,FG,P-SG,Y,Bakery
402,COL PASTE STBERRY RED REDMAN 3KG," 76,614 ",44,140,323,B,0.588,Z,N,BZN,True,Non Retail,FG,P-SG,Y,Bakery
110963,FRZ SMOKED TURKEY DRUMSTICK S/O 400-450G," 76,397 ",2,2,324,B,0.588,Z,N,BZN,True,Non Retail,TRADING,HU,,Meat
50292,VANILLA BEAN PASTE/COBRA 567G," 75,635 ",114,706,325,B,0.588,Y,M,BYM,True,Non Retail,TRADING,ID,,Bakery
67338,CHOCOLATE DARK 811-E0-D94 400G," 75,573 ",72,277,326,B,0.589,Y,N,BYN,True,Retail,TRADING,BE,,Chocolates
14991,DRIED CRANBERRY SLICED REDMAN 250G," 75,568 ",174,445,327,B,0.589,Y,M,BYM,True,Retail,FG,P-SG,Y,Fruits
50198,VANILLA BEAN POD GOURMET 4OZ," 75,338 ",108,468,328,B,0.589,Y,M,BYM,True,Non Retail,TRADING,ID,,Bakery
201165,AUST WAGYU RIBEYE MB 6/7 (PORTIONED)," 74,671 ",4,145,329,B,0.59,Z,N,BZN,True,Non Retail,FG,P-SG,Y,Meat
62057,CHEESE PARMIGIANO REG/MANTOVA 200G," 74,619 ",94,557,330,B,0.59,Y,M,BYM,True,Retail,TRADING,IT,,Cheese
1209,FLOUR HONG KONG REDMAN 1KG," 74,535 ",94,664,331,B,0.592,Y,M,BYM,True,Non Retail,FG,P-SG,Y,"Flour, Grain & Flakes"
66730,SYRUP VANILLA/DAVINCI GOURMET 750ML," 74,271 ",128,1709,332,B,0.596,Y,M,BYM,True,Non Retail,TRADING,MY,,Beverage
10681,SESAME SEED WHITE REDMAN 1KG," 73,943 ",522,4616,333,B,0.596,X,L,BXL,True,Non Retail,FG,P-SG,Y,"Nuts, Seeds & Beans"
12088,EGGS (GRADE A)/REDMAN 10PC," 73,713 ",0,0,334,B,0.596,Z,N,BZN,True,Retail,TRADING,SG,,Grocery
54110,GHEE PURE/QBB 400G," 73,583 ",70,351,335,B,0.596,Y,M,BYM,True,Retail,TRADING,AU,,Dairy
