sku,year_month,final_perdiction,Channel
65917,2024-07,204.3125933,Ecomm
66650,2024-07,7.789645788,Ecomm
67285,2024-07,0,Ecomm
68104,2024-07,33.87198993,Ecomm
68327,2024-07,695.4988429,Ecomm
68328,2024-07,930.308981,Ecomm
101202,2024-07,5.399775162,Ecomm
103602,2024-07,380.328707,Ecomm
103808,2024-07,12.36143887,Ecomm
110487,2024-07,47.83689167,Ecomm
200231,2024-07,14.91054096,Ecomm
1039,2024-07,12.96049452,B2B
1087,2024-07,4.67E-09,B2B
1088,2024-07,0.192285411,B2B
1095,2024-07,166.3268819,B2B
1917,2024-07,23580.01343,B2B
1938,2024-07,12746.439,B2B
1939,2024-07,283.7335219,B2B
10091,2024-07,28382.82846,B2B
10869,2024-07,4782.88099,B2B
12225,2024-07,9871.895379,B2B
13887,2024-07,337.0834326,B2B
14427,2024-07,148.6215403,B2B
14428,2024-07,4118.714481,B2B
14989,2024-07,10803.06417,B2B
15001,2024-07,82.95848554,B2B
50003,2024-07,5712.828233,B2B
50025,2024-07,1415.591395,B2B
53568,2024-07,160.8269454,B2B
54110,2024-07,191.6914543,B2B
54137,2024-07,1674.975908,B2B
54667,2024-07,1508.406837,B2B
55973,2024-07,7460.138,B2B
55974,2024-07,199.8055556,B2B
55975,2024-07,113.8419662,B2B
56395,2024-07,14.79701614,B2B
57095,2024-07,2173.384864,B2B
58536,2024-07,142.6720387,B2B
58537,2024-07,551.1650003,B2B
62239,2024-07,49.15207899,B2B
64458,2024-07,2668.762632,B2B
64819,2024-07,141.7138803,B2B
64820,2024-07,9.86E-32,B2B
65032,2024-07,33645.93423,B2B
65033,2024-07,7.12E-16,B2B
65232,2024-07,38.38211459,B2B
65340,2024-07,471.087884,B2B
65917,2024-07,211.2329779,B2B
66390,2024-07,4226.40115,B2B
66650,2024-07,8397.104813,B2B
67285,2024-07,14.5262198,B2B
68104,2024-07,1956.724248,B2B
68327,2024-07,13619.2595,B2B
68328,2024-07,31997.03047,B2B
101202,2024-07,1499.90208,B2B
103602,2024-07,27807.59285,B2B
103808,2024-07,1215.134706,B2B
109696,2024-07,2.01E-08,B2B
110487,2024-07,9604.762959,B2B
110790,2024-07,48.97744033,B2B
200231,2024-07,308.8018088,B2B
1062,2024-07,1.83E-30,B2B
8926,2024-07,5.31E-33,B2B
9199,2024-07,17,B2B
9305,2024-07,0,B2B
11373,2024-07,6.22E-25,B2B
11921,2024-07,354.4,B2B
50112,2024-07,2.76E-32,B2B
51834,2024-07,0,B2B
53760,2024-07,0,B2B
54666,2024-07,0,B2B
54698,2024-07,4.8,B2B
54699,2024-07,1.66E-29,B2B
54700,2024-07,1.30E-26,B2B
55592,2024-07,0,B2B
55829,2024-07,0,B2B
55831,2024-07,1.29E-33,B2B
55869,2024-07,0,B2B
55880,2024-07,0,B2B
55976,2024-07,18.4,B2B
56050,2024-07,0,B2B
57048,2024-07,8.34E-37,B2B
57049,2024-07,4.10E-27,B2B
57818,2024-07,1.6,B2B
57823,2024-07,2.4,B2B
57842,2024-07,4.8,B2B
57843,2024-07,2.97E-28,B2B
57847,2024-07,4.8,B2B
57848,2024-07,0,B2B
57851,2024-07,4.8,B2B
57852,2024-07,4,B2B
58263,2024-07,4.8,B2B
58611,2024-07,0,B2B
58612,2024-07,0,B2B
60633,2024-07,92.6,B2B
62240,2024-07,75.2,B2B
63295,2024-07,348.2,B2B
63296,2024-07,78.8,B2B
63334,2024-07,1055.4,B2B
64848,2024-07,1.6,B2B
65031,2024-07,160,B2B
65184,2024-07,3.61E-26,B2B
66139,2024-07,3,B2B
66248,2024-07,0,B2B
66468,2024-07,4.8,B2B
66470,2024-07,4.8,B2B
66830,2024-07,7.41E-27,B2B
66831,2024-07,3.05E-27,B2B
67048,2024-07,0.163800006,B2B
67049,2024-07,1,B2B
67191,2024-07,4.8,B2B
67192,2024-07,0,B2B
67242,2024-07,0,B2B
67276,2024-07,0,B2B
67281,2024-07,0,B2B
67282,2024-07,0,B2B
67283,2024-07,276.8,B2B
67284,2024-07,793.4,B2B
67570,2024-07,1.73E-28,B2B
67661,2024-07,1.57E-30,B2B
67963,2024-07,1.72E-28,B2B
68348,2024-07,0,B2B
68349,2024-07,0,B2B
68350,2024-07,3.51E-30,B2B
100903,2024-07,1.8,B2B
100905,2024-07,9.6,B2B
100908,2024-07,5.8,B2B
101073,2024-07,3.91E-25,B2B
101083,2024-07,7.24E-28,B2B
101085,2024-07,1.48E-28,B2B
101332,2024-07,1.01E-27,B2B
101408,2024-07,2.73E-29,B2B
101855,2024-07,3.2,B2B
101857,2024-07,4.8,B2B
102153,2024-07,0,B2B
102455,2024-07,16.8,B2B
102712,2024-07,0,B2B
102888,2024-07,0,B2B
103321,2024-07,5.90E-25,B2B
103642,2024-07,50,B2B
104778,2024-07,4,B2B
104779,2024-07,6.57E-21,B2B
104903,2024-07,1.15E-21,B2B
104904,2024-07,0,B2B
105287,2024-07,1.47E-15,B2B
105355,2024-07,1.50E-17,B2B
105803,2024-07,5.40E-19,B2B
106286,2024-07,0,B2B
106294,2024-07,0,B2B
106302,2024-07,8.56E-19,B2B
106304,2024-07,0,B2B
106305,2024-07,0,B2B
106306,2024-07,0,B2B
106307,2024-07,0,B2B
106311,2024-07,0,B2B
106321,2024-07,0,B2B
106322,2024-07,0,B2B
106332,2024-07,0,B2B
106355,2024-07,2.57E-11,B2B
106356,2024-07,0,B2B
106357,2024-07,4.67E-11,B2B
106358,2024-07,9.11E-14,B2B
106412,2024-07,10.8,B2B
106413,2024-07,2.2,B2B
107172,2024-07,0,B2B
107220,2024-07,0,B2B
107591,2024-07,2.51E-06,B2B
107650,2024-07,1.11E-14,B2B
107651,2024-07,3.34E-14,B2B
107667,2024-07,4.51E-06,B2B
107944,2024-07,2.58E-09,B2B
107964,2024-07,0,B2B
108335,2024-07,3.49E-11,B2B
108437,2024-07,79.4,B2B
108438,2024-07,5.08E-14,B2B
109281,2024-07,0,B2B
110103,2024-07,0.96078879,B2B
110104,2024-07,0.041849885,B2B
110105,2024-07,0,B2B
110113,2024-07,0.056706878,B2B
110180,2024-07,153.6,B2B
110484,2024-07,61.4,B2B
110606,2024-07,0.01935495,B2B
110620,2024-07,280.6,B2B
202503,2024-07,0.324,B2B
202516,2024-07,0.008748,B2B
9199,2024-07,0.4,Ecomm
9305,2024-07,0,Ecomm
11373,2024-07,6.46E-26,Ecomm
11921,2024-07,16,Ecomm
53760,2024-07,3.43E-34,Ecomm
54666,2024-07,1.96E-23,Ecomm
54698,2024-07,0,Ecomm
55592,2024-07,0,Ecomm
55829,2024-07,0,Ecomm
55869,2024-07,1.13E-22,Ecomm
55880,2024-07,1.80E-21,Ecomm
55976,2024-07,8.4,Ecomm
56050,2024-07,3.46E-12,Ecomm
57818,2024-07,0,Ecomm
57823,2024-07,0,Ecomm
57842,2024-07,0,Ecomm
57843,2024-07,1.26E-29,Ecomm
57847,2024-07,0,Ecomm
57848,2024-07,1.26E-29,Ecomm
57851,2024-07,0,Ecomm
57852,2024-07,0,Ecomm
58263,2024-07,0,Ecomm
58611,2024-07,0,Ecomm
58612,2024-07,0.4,Ecomm
60633,2024-07,1.6,Ecomm
62240,2024-07,3.2,Ecomm
63295,2024-07,1.6,Ecomm
63296,2024-07,15.4,Ecomm
63334,2024-07,14.4,Ecomm
64848,2024-07,0,Ecomm
65031,2024-07,2.2,Ecomm
66139,2024-07,1.8,Ecomm
66248,2024-07,4.41E-31,Ecomm
66468,2024-07,0,Ecomm
66470,2024-07,0,Ecomm
66830,2024-07,6.08E-29,Ecomm
66831,2024-07,4.37E-30,Ecomm
67048,2024-07,0.6,Ecomm
67049,2024-07,3.2,Ecomm
67191,2024-07,7.14E-27,Ecomm
67276,2024-07,0,Ecomm
67281,2024-07,0,Ecomm
67282,2024-07,0,Ecomm
67283,2024-07,0,Ecomm
67284,2024-07,0,Ecomm
67570,2024-07,3.82E-33,Ecomm
100903,2024-07,0,Ecomm
100905,2024-07,0.2,Ecomm
100908,2024-07,0.8,Ecomm
101073,2024-07,7.18E-26,Ecomm
101855,2024-07,0,Ecomm
101857,2024-07,0,Ecomm
102117,2024-07,2.19E-14,Ecomm
102153,2024-07,0,Ecomm
102712,2024-07,0,Ecomm
103642,2024-07,2.8,Ecomm
104778,2024-07,5.58E-25,Ecomm
104779,2024-07,7.98E-26,Ecomm
104903,2024-07,8.51E-19,Ecomm
104904,2024-07,9.71E-19,Ecomm
105803,2024-07,0,Ecomm
106294,2024-07,0,Ecomm
106304,2024-07,4.93E-16,Ecomm
106305,2024-07,0,Ecomm
106306,2024-07,0,Ecomm
106307,2024-07,0,Ecomm
106311,2024-07,0,Ecomm
106321,2024-07,0,Ecomm
106322,2024-07,0,Ecomm
106332,2024-07,0,Ecomm
106355,2024-07,0,Ecomm
106356,2024-07,0,Ecomm
106357,2024-07,0,Ecomm
106358,2024-07,0,Ecomm
106412,2024-07,11.4,Ecomm
106413,2024-07,1.4,Ecomm
107172,2024-07,0,Ecomm
107220,2024-07,0,Ecomm
107402,2024-07,9.72E-15,Ecomm
107591,2024-07,0,Ecomm
107666,2024-07,0,Ecomm
107667,2024-07,0,Ecomm
107668,2024-07,0.2,Ecomm
108096,2024-07,2.54E-13,Ecomm
108098,2024-07,9.15E-15,Ecomm
108099,2024-07,2.29E-15,Ecomm
108100,2024-07,4.58E-15,Ecomm
108101,2024-07,4.58E-15,Ecomm
108102,2024-07,4.58E-15,Ecomm
108335,2024-07,0,Ecomm
108362,2024-07,2.16E-13,Ecomm
109281,2024-07,0.000332507,Ecomm
110180,2024-07,0.975,Ecomm
110605,2024-07,0.00076545,Ecomm
110620,2024-07,3.288083563,Ecomm
9305,2024-07,0,Export_Re-Export
11921,2024-07,0,Export_Re-Export
51834,2024-07,2.04E-31,Export_Re-Export
53760,2024-07,1.09E-22,Export_Re-Export
54698,2024-07,6.13E-15,Export_Re-Export
55592,2024-07,5.78E-18,Export_Re-Export
55829,2024-07,2.33E-24,Export_Re-Export
55880,2024-07,1.26E-19,Export_Re-Export
55976,2024-07,9.72E-10,Export_Re-Export
56050,2024-07,8.48E-13,Export_Re-Export
57049,2024-07,2.57E-28,Export_Re-Export
57818,2024-07,1.64E-15,Export_Re-Export
57823,2024-07,4.69E-15,Export_Re-Export
57842,2024-07,1.79E-24,Export_Re-Export
57847,2024-07,1.01E-14,Export_Re-Export
57852,2024-07,2.46E-08,Export_Re-Export
58263,2024-07,4.13E-06,Export_Re-Export
58611,2024-07,0,Export_Re-Export
58612,2024-07,2.74E-09,Export_Re-Export
60633,2024-07,1.00E-14,Export_Re-Export
62240,2024-07,1,Export_Re-Export
63334,2024-07,6.19E-07,Export_Re-Export
64848,2024-07,7.93E-15,Export_Re-Export
65031,2024-07,9.77E-10,Export_Re-Export
66139,2024-07,1.6,Export_Re-Export
66248,2024-07,1.74E-29,Export_Re-Export
66468,2024-07,0,Export_Re-Export
66470,2024-07,2.18E-16,Export_Re-Export
66830,2024-07,3.05E-31,Export_Re-Export
66831,2024-07,3.43E-31,Export_Re-Export
67048,2024-07,0.700000014,Export_Re-Export
67049,2024-07,1.225024129,Export_Re-Export
67192,2024-07,2.53E-15,Export_Re-Export
67276,2024-07,0,Export_Re-Export
67281,2024-07,3.19E-23,Export_Re-Export
67282,2024-07,1.28E-21,Export_Re-Export
67283,2024-07,7.45E-10,Export_Re-Export
67284,2024-07,0,Export_Re-Export
67661,2024-07,5.81E-28,Export_Re-Export
67963,2024-07,2.29E-33,Export_Re-Export
68348,2024-07,2.20E-17,Export_Re-Export
68349,2024-07,0,Export_Re-Export
68350,2024-07,8.58E-32,Export_Re-Export
100908,2024-07,1.00E-17,Export_Re-Export
101855,2024-07,3.64E-05,Export_Re-Export
101857,2024-07,8.12E-15,Export_Re-Export
102153,2024-07,1.58E-20,Export_Re-Export
102712,2024-07,4.17E-21,Export_Re-Export
102888,2024-07,0,Export_Re-Export
103642,2024-07,3.4,Export_Re-Export
104778,2024-07,2.03E-15,Export_Re-Export
104904,2024-07,3.84E-21,Export_Re-Export
106286,2024-07,2.92E-20,Export_Re-Export
106304,2024-07,5.57E-14,Export_Re-Export
106305,2024-07,1.82E-11,Export_Re-Export
106306,2024-07,4.19E-11,Export_Re-Export
106307,2024-07,5.56E-17,Export_Re-Export
106311,2024-07,0,Export_Re-Export
106321,2024-07,0,Export_Re-Export
106322,2024-07,0,Export_Re-Export
106332,2024-07,4.12E-15,Export_Re-Export
106355,2024-07,0,Export_Re-Export
106412,2024-07,9.27E-16,Export_Re-Export
106413,2024-07,5.84E-16,Export_Re-Export
107172,2024-07,1.89E-07,Export_Re-Export
107220,2024-07,4.87E-05,Export_Re-Export
107666,2024-07,1.63E-12,Export_Re-Export
107667,2024-07,8.13E-13,Export_Re-Export
107668,2024-07,1.63E-12,Export_Re-Export
110113,2024-07,0.00013122,Export_Re-Export
1064,2024-07,5.82E-22,Retail
8926,2024-07,2.83E-29,Retail
9199,2024-07,18.4,Retail
9305,2024-07,23.4,Retail
11373,2024-07,3.19E-25,Retail
11921,2024-07,179.6,Retail
12042,2024-07,5.56E-18,Retail
51944,2024-07,1.26E-32,Retail
53760,2024-07,8.51E-22,Retail
54666,2024-07,0,Retail
54698,2024-07,4,Retail
54699,2024-07,2.16E-27,Retail
54700,2024-07,0,Retail
55592,2024-07,8,Retail
55829,2024-07,0,Retail
55831,2024-07,1.03E-32,Retail
55880,2024-07,1.22E-21,Retail
55976,2024-07,168.4,Retail
56050,2024-07,0,Retail
57049,2024-07,4.71E-31,Retail
57818,2024-07,12.8,Retail
57822,2024-07,7.98E-26,Retail
57823,2024-07,7.8,Retail
57825,2024-07,0,Retail
57842,2024-07,2.8,Retail
57843,2024-07,1.82E-27,Retail
57847,2024-07,14.8,Retail
57848,2024-07,3.56E-27,Retail
57851,2024-07,5.6,Retail
57852,2024-07,5.8,Retail
58263,2024-07,9.2,Retail
58611,2024-07,0,Retail
58612,2024-07,12.6,Retail
60633,2024-07,124.6,Retail
62240,2024-07,335.6,Retail
63295,2024-07,101.6,Retail
63296,2024-07,170.8,Retail
63334,2024-07,180.2,Retail
64848,2024-07,0,Retail
65031,2024-07,128,Retail
65184,2024-07,0,Retail
65637,2024-07,1.68E-28,Retail
66139,2024-07,31,Retail
66468,2024-07,13.2,Retail
66469,2024-07,1.03E-34,Retail
66470,2024-07,11.2,Retail
66830,2024-07,8.13E-26,Retail
66831,2024-07,1.48E-27,Retail
67048,2024-07,13.8,Retail
67049,2024-07,68.2,Retail
67159,2024-07,5.23E-30,Retail
67191,2024-07,0,Retail
67192,2024-07,0,Retail
67242,2024-07,0,Retail
67276,2024-07,0,Retail
67281,2024-07,0,Retail
67282,2024-07,0,Retail
67283,2024-07,352,Retail
67284,2024-07,244.6,Retail
67570,2024-07,0,Retail
67661,2024-07,0,Retail
100903,2024-07,0.2,Retail
100905,2024-07,5.8,Retail
100908,2024-07,1.6,Retail
101073,2024-07,2.39E-25,Retail
101332,2024-07,2.38E-27,Retail
101408,2024-07,1.24E-33,Retail
101855,2024-07,11.2,Retail
101857,2024-07,13.8,Retail
101869,2024-07,2.17E-26,Retail
101870,2024-07,1.18E-26,Retail
101871,2024-07,2.40E-26,Retail
101872,2024-07,1.63E-25,Retail
101873,2024-07,2.24E-28,Retail
101874,2024-07,5.41E-27,Retail
101875,2024-07,1.10E-26,Retail
101876,2024-07,1.34E-25,Retail
101941,2024-07,7.97E-29,Retail
101942,2024-07,1.12E-25,Retail
101943,2024-07,3.57E-29,Retail
101946,2024-07,3.81E-29,Retail
101947,2024-07,0,Retail
101948,2024-07,5.68E-25,Retail
101949,2024-07,1.00E-28,Retail
102117,2024-07,5,Retail
102153,2024-07,0,Retail
102712,2024-07,0,Retail
103642,2024-07,18.6,Retail
103845,2024-07,9.25E-25,Retail
103846,2024-07,1.11E-24,Retail
104778,2024-07,1,Retail
104779,2024-07,0,Retail
104903,2024-07,0,Retail
104904,2024-07,0,Retail
104999,2024-07,0,Retail
105000,2024-07,0,Retail
105001,2024-07,0,Retail
105002,2024-07,0,Retail
105003,2024-07,0,Retail
105005,2024-07,0,Retail
105006,2024-07,6.18E-17,Retail
105287,2024-07,0,Retail
105803,2024-07,0,Retail
106286,2024-07,0,Retail
106294,2024-07,0,Retail
106302,2024-07,1,Retail
106304,2024-07,0,Retail
106305,2024-07,0,Retail
106306,2024-07,0,Retail
106307,2024-07,0,Retail
106311,2024-07,0.2,Retail
106321,2024-07,0,Retail
106322,2024-07,0,Retail
106332,2024-07,0,Retail
106355,2024-07,0,Retail
106356,2024-07,0,Retail
106357,2024-07,0,Retail
106358,2024-07,0,Retail
106412,2024-07,224.8,Retail
106413,2024-07,88.2,Retail
107172,2024-07,0,Retail
107220,2024-07,0,Retail
107402,2024-07,0,Retail
107591,2024-07,4.2,Retail
107666,2024-07,8.2,Retail
107667,2024-07,4.8,Retail
107668,2024-07,9.6,Retail
107806,2024-07,4.41E-10,Retail
107807,2024-07,0,Retail
107810,2024-07,3.31E-13,Retail
107820,2024-07,0,Retail
107827,2024-07,2.44E-11,Retail
108095,2024-07,1.13E-11,Retail
108096,2024-07,0,Retail
108097,2024-07,0,Retail
108098,2024-07,1.25E-12,Retail
108099,2024-07,0.2,Retail
108100,2024-07,3.34E-13,Retail
108101,2024-07,4.73E-13,Retail
108102,2024-07,4.19E-13,Retail
108335,2024-07,0,Retail
108362,2024-07,2.07E-11,Retail
108956,2024-07,3.73E-10,Retail
108957,2024-07,2.64E-09,Retail
108958,2024-07,5.84E-10,Retail
109281,2024-07,0.2,Retail
110103,2024-07,395.2,Retail
110104,2024-07,359.4,Retail
110180,2024-07,36.6,Retail
110605,2024-07,12,Retail
110620,2024-07,442.8,Retail
110944,2024-07,23.55631875,Retail
200685,2024-07,6.98E-29,Retail
200687,2024-07,6.98E-29,Retail
200689,2024-07,8.72E-29,Retail
200690,2024-07,8.72E-29,Retail
200691,2024-07,6.98E-29,Retail
200863,2024-07,1.29E-22,Retail
105,2024-07,142.236529,B2B
112,2024-07,111.4611061,B2B
172,2024-07,55.99604754,B2B
227,2024-07,221.7530556,B2B
263,2024-07,39.84001262,B2B
359,2024-07,337.9312653,B2B
402,2024-07,12.37902795,B2B
405,2024-07,12.98427062,B2B
409,2024-07,117.6215244,B2B
413,2024-07,57.29102692,B2B
474,2024-07,25.72784333,B2B
475,2024-07,7.180295833,B2B
491,2024-07,3.896154457,B2B
801,2024-07,312.6512728,B2B
804,2024-07,12.0902935,B2B
1106,2024-07,90.48313261,B2B
1134,2024-07,37.32144142,B2B
1201,2024-07,5143.981686,B2B
1402,2024-07,168.3249434,B2B
1405,2024-07,2777.899051,B2B
1407,2024-07,1413.683957,B2B
1410,2024-07,5513.352508,B2B
1416,2024-07,13180.88156,B2B
1417,2024-07,7832.20385,B2B
2308,2024-07,243.084048,B2B
8282,2024-07,178.3060196,B2B
8581,2024-07,267.3730094,B2B
9080,2024-07,119.7203951,B2B
9119,2024-07,223.458631,B2B
9474,2024-07,300.9990715,B2B
9478,2024-07,632.9823012,B2B
9483,2024-07,0.011112849,B2B
9793,2024-07,340.6166735,B2B
9931,2024-07,272.2150339,B2B
9976,2024-07,43.48484848,B2B
9997,2024-07,599.7213789,B2B
10385,2024-07,1350.580491,B2B
10386,2024-07,3535.680026,B2B
10696,2024-07,5215.514553,B2B
10916,2024-07,1721.065082,B2B
10919,2024-07,14.02963172,B2B
10979,2024-07,623.4347701,B2B
10981,2024-07,442.6937413,B2B
11037,2024-07,187.5126749,B2B
11038,2024-07,58.52600122,B2B
11039,2024-07,25.71313633,B2B
11047,2024-07,51.36096554,B2B
11102,2024-07,72.44534954,B2B
11769,2024-07,2907.611111,B2B
11810,2024-07,1779.370537,B2B
11962,2024-07,147.2444296,B2B
11963,2024-07,150.0272364,B2B
12013,2024-07,62.79578032,B2B
12180,2024-07,40.18134546,B2B
12197,2024-07,41.22092392,B2B
12294,2024-07,2514.465122,B2B
12295,2024-07,28.25709099,B2B
12376,2024-07,34.34548389,B2B
12435,2024-07,65.91852991,B2B
13376,2024-07,365.528557,B2B
13553,2024-07,301.1251643,B2B
14531,2024-07,84.11945692,B2B
14845,2024-07,8700.651243,B2B
15173,2024-07,124.8130749,B2B
15236,2024-07,1423.776397,B2B
15246,2024-07,345.0129993,B2B
22720,2024-07,15.399386,B2B
50198,2024-07,49.38492913,B2B
50215,2024-07,3575.224867,B2B
50292,2024-07,91.30791214,B2B
50558,2024-07,146.8668858,B2B
51142,2024-07,464.2752771,B2B
51145,2024-07,213.9454103,B2B
51209,2024-07,105.3277276,B2B
51657,2024-07,6.358463727,B2B
51714,2024-07,840.5217382,B2B
52008,2024-07,273.5743871,B2B
52070,2024-07,2060.551104,B2B
52187,2024-07,17.08353993,B2B
52610,2024-07,18.06839562,B2B
52750,2024-07,56.93677851,B2B
53286,2024-07,39.06526792,B2B
53287,2024-07,438.3832135,B2B
53468,2024-07,129.5230816,B2B
53588,2024-07,62.46053487,B2B
53733,2024-07,7.61436021,B2B
53928,2024-07,1008.467076,B2B
53934,2024-07,18.2059855,B2B
53935,2024-07,25.47185283,B2B
54316,2024-07,85.88767942,B2B
54693,2024-07,161.1739066,B2B
55179,2024-07,243.6945451,B2B
55182,2024-07,80.24314557,B2B
55237,2024-07,310.7665398,B2B
55239,2024-07,133.3791854,B2B
55575,2024-07,940.4048148,B2B
56144,2024-07,1681.990549,B2B
56253,2024-07,16.63451249,B2B
56774,2024-07,9.47192823,B2B
57598,2024-07,232.7466071,B2B
57628,2024-07,543.1588883,B2B
58832,2024-07,61.62334577,B2B
59503,2024-07,138.3079715,B2B
60354,2024-07,3047.42601,B2B
62113,2024-07,138.0880777,B2B
62604,2024-07,963.1023737,B2B
62606,2024-07,1045.846404,B2B
62712,2024-07,1173,B2B
62713,2024-07,46.1359829,B2B
63051,2024-07,110.8202157,B2B
64632,2024-07,41.96638859,B2B
64732,2024-07,47.75570043,B2B
65041,2024-07,249.7527288,B2B
65044,2024-07,47.10882789,B2B
65045,2024-07,22.76520936,B2B
65792,2024-07,81.4438808,B2B
66026,2024-07,160.9428571,B2B
66039,2024-07,251.340665,B2B
66209,2024-07,161.757429,B2B
66552,2024-07,476.8044907,B2B
67157,2024-07,93.34315441,B2B
67515,2024-07,1314.821377,B2B
67721,2024-07,232.6434723,B2B
67722,2024-07,207.4337835,B2B
67762,2024-07,429.8572647,B2B
67817,2024-07,158.0324711,B2B
67825,2024-07,123.3200922,B2B
68407,2024-07,597.5601582,B2B
101919,2024-07,9.701418007,B2B
102831,2024-07,187.187411,B2B
102920,2024-07,33.1481681,B2B
104128,2024-07,179.3913043,B2B
104214,2024-07,746.6105871,B2B
104810,2024-07,97.58943008,B2B
